country_code;year;gear_type;metier;mismatch;;Count of mismatch;Column Labels;;;;;;;;;;;
PRT;2021;LLD;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2020;OTM;OTB_DWS_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHP;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;PS;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;FPN;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;FPO;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTN;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LLD;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPO;MIS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHP;PS_LPF_>=14_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LHP;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LLS;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;OTB;GND_SPF_31-39_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;OTT;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;DRB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GTR;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LTL;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2021;PS;LTL_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;TBB;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;OTT;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2023;SV;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GND;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;FYK;FPN_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHM;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTR;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;OTM;PTM_SPF_40-54_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;DRB;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GTR;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2013;GNS;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LLS;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;FPO;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;SDN;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2021;GTR;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GNC;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;OTM;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;GNS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GNS;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;SV;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2019;PTB;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;GND;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LLS;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GTN;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LTL;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2019;OTT;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTT;OTB_CRU_32-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GNS;LTL_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LLS;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;DRB;GTR_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;GTR;GNS_DEF_32-89_0_0;#VALUE!;;;;;;;;;;;;;;
HRV;2013;OTB;TBB_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;LLS;LHP_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2021;FPO;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GTN;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;OTB;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;NK;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;OTB;TBB_CRU_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GTR;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;OTB;PTM_SPF_32-39_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;LLS;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;HMD;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHM;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2020;LLS;LLD_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;PTB;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GNS;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2020;DRB;NK;#VALUE!;;;;;;;;;;;;;;
GRC;2014;LLS;NK;#VALUE!;;;;;;;;;;;;;;
FIN;2018;PTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHP;LHM_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;FPN;GNS_DEF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;PS;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHP;LHM_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHP;LHM_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHP;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LLS;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LLD;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTT;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2015;GNS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2020;LHM;LHP_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;OTT;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2015;GNC;GNS_DEF_10-30_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHP;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2013;OTT;OTB_CRU_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
IOM;2015;LLS;LLD_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GNC;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GNS;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LA;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTR;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;FPN;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;LHP;NK;#VALUE!;;;;;;;;;;;;;;
GRC;2020;FPO;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2021;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;OTM;OTB_MDD_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;GNS;PS_SPF_>=14_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2017;PTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;OTB;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;PS;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LLS;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;FYK;FPN_CAT_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GND;MIS_DES_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GTR;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;OTB;PTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2016;GNS;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2022;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;FPO;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;SDN;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;LHM;LHP_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;OTB;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPO;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;PTB;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2018;PS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;LLS;GNS_SPF_10-30_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LHP;LH_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GNS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GND;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2019;HMD;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;TBB;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;PS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;GNS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LHP;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;OTB;OTM_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;GTR;NK;#VALUE!;;;;;;;;;;;;;;
BGR;2013;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;DRB;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;SDN;SSC_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LLS;LHM_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;OTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GTR;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;GTR;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;GNS;PTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GTN;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;FPO;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHM;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GTN;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GTR;GNS_ANA_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2022;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;FPO;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;PTM;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;DRB;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GNS;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2016;LNB;LN_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;FPO;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;TBB;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;FPO;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;DRB;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LLS;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GTN;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GNS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;OTB;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GTR;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;OTB;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2019;FPO;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2019;GNS;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LTL;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2020;OTM;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LLS;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLS;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2017;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;TBB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2019;SV;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2015;LLS;LLD_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;GND;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHM;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHM;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2017;FPO;OTB_CRU_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LLS;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;LHP;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LLD;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2013;NO;FOO_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LLD;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTB;TBB_CRU_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2019;LHM;LHP_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;OTM;PTM_SPF_32-39_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;GTR;GNS_DEF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;PTM;OTB_MCD_90-99_1_270;#VALUE!;;;;;;;;;;;;;;
GRC;2016;LLS;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2017;GTR;GNS_SPF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;PS;PTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;GTR;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHP;LHM_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;OTM;OTB_MCD_100-119_1_180;#VALUE!;;;;;;;;;;;;;;
IRL;2017;FPO;OTM_LPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
POL;2013;GTR;GNS_FWS_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;FPO;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;HMD;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GTR;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GTR;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;SV;SX_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLS;NK;#VALUE!;;;;;;;;;;;;;;
SCO;2016;LHM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;OTM;PTM_SPF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;TBB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;OTB;OTM_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPN;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2022;NO;DIV_DES_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;GNS;NK;#VALUE!;;;;;;;;;;;;;;
FRA;2023;NK;FWR_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPO;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTT;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GNC;FWR_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LHP;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;HMD;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;OTB;FWR_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;SV;SX_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;PS;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;OTT;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2013;LHM;LHP_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;GND;GNS_CRU_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GTR;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;SPR;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHP;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;PTM;OTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;SDN;SSC_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;FYK;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;OTM;NK;#VALUE!;;;;;;;;;;;;;;
ENG;2014;GNS;FPO_CRU_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2016;LLS;LLD_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;OTT;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GNS;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTM;OTB_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHM;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;TBB;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;PS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTM;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LTL;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;OTT;OTB_MCF_70-119_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTM;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
PRT;2017;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2014;LHM;LHP_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GTN;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2013;OTM;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GNS;PS_SPF_>=14_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GNS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2013;PS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2017;OTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GTN;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GTN;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2020;GNC;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHP;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHM;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2013;HMD;HMS_SWD_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;LLS;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2012;OTB;PTM_LPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;LLS;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;SSC;FPN_CAT_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2016;LNS;LN_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2018;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;TBB;OTB_CRU_32-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;GTR;GNS_SPF_50-70_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2016;LHM;LHP_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;LLS;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GNS;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;GTR;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;LH_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;FPO;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;GTR;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2014;PTB;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;GTR;GNS_CRU_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2014;FPO;NK;#VALUE!;;;;;;;;;;;;;;
CYP;2022;GTN;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2022;FPO;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;GNC;GNS_CRU_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLS;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;GNS;OTB_MCD_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;FPO;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2016;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2018;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GTN;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GNS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHP;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;OTB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GTR;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2021;GTN;GTR_CRU_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GNS;GND_SPF_31-39_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2014;GTN;GNS_DEF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHP;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;OTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHM;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTT;OTB_MCF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GTR;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTB;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;DRB;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LTL;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LNB;MIS_DES_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;DRB;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2016;OTB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LTL;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;PTB;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;OTM;OTB_CRU_32-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GTR;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;LLS;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;OTT;OTB_CRU_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;DRB;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHM;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;DRB;NK;#VALUE!;;;;;;;;;;;;;;
HRV;2015;GTN;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;PS;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LLS;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;GTR;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPN;FWR_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2013;FPO;NK;#VALUE!;;;;;;;;;;;;;;
