country_code;year;gear_type;metier;mismatch;;Count of mismatch;Column Labels;;;;;;;;;;;
ESP;2020;GNC;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;LLS;OTM_SPF_32-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;FPO;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LTL;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;FPO;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;GTR;GNS_CAT_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2018;OTM;OTB_CRU_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2018;PTB;OTB_DEF_105-115_1_120;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LTL;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;HMD;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;PTM;OTB_MCD_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ROU;2015;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2018;OTT;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2021;OTM;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;LHM;LHP_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;FPO;GTR_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;NK;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;FPO;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2014;LLS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GNC;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LLS;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTB;PTM_SPF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;DRB;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;DRB;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2018;FPO;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;LLS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LLS;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;LLS;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LLS;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;SPR;SSC_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;FPO;GTR_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
HRV;2022;NK;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2016;LLS;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;GNS;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2017;NK;GTR_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LNB;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;OTB;PTM_SPF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;OTM;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;LH_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTR;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;LHM;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;GTR;GNS_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GNS;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;PS;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2017;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2023;DRB;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2022;GTN;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;FPO;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;OTB;OTM_DEF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
DEU;2021;TBB;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2020;OTT;OTB_MCD_90-99_1_140;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GND;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTR;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GTR;GNS_SPF_32-89_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;GTN;GTR_CRU_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2023;NO;DIV_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2014;GND;GNS_SPF_32-89_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHM;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LHM;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2022;GNS;GNC_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LTL;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GNC;GND_SPF_31-39_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;GTR;GNS_CRU_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;DRB;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
POL;2013;GTR;GNS_ANA_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2023;NO;DIV_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GNS;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;LLS;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2022;FPO;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;OTB;OTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LTL;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;FPO;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;FPO;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2017;OTB;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;GTR;GNS_DEF_90-109_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2013;LLS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHP;NK;#VALUE!;;;;;;;;;;;;;;
FRA;2019;NO;FOO_CRU_0_0_0;#VALUE!;;;;;;;;;;;;;;
HRV;2018;OTB;TBB_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLD;NK;#VALUE!;;;;;;;;;;;;;;
ENG;2020;LHP;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2017;FPO;SX_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2019;LLS;LLD_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LLS;LHM_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LTL;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;NO;DIV_DES_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHP;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
BEL;2017;SDN;SSC_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;OTT;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;GTR;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;PS;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;OTB;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GNS;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;FPO;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTR;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;FPO;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;OTT;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LHM;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTR;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;HMD;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GNC;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;FPO;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GNS;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPO;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GND;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2017;PTM;OTM_SPF_32-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;FPO;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;FPO;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHP;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GTR;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;OTB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LNB;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GTN;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LTL;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2016;GNC;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;FPN;GNS_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2020;LLS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GNC;PS_LPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHP;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTM;OTB_MCD_90-99_1_140;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LTL;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHP;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHM;LTL_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTB;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2018;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;FPO;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LA;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GTR;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LLS;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2023;GTR;GNS_CAT_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;DRB;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2017;PTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;OTM;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;GND;GNS_CRU_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GTR;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2023;GTR;GNS_DEF_90-109_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;FPO;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;FPO;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHM;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
IOM;2014;LLS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GTR;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;FPO;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;LTL_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;FPO;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHM;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;OTB;PTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;OTT;OTB_DEF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2016;FPO;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GNS;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;PTM;OTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;NO;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;LTL;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GTN;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;NK;FWR_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;FPO;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;LLS;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;PTM;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
ENG;2017;OTB;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2020;FPO;PTM_SPF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;PS;LTL_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;OTB;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2016;NK;FWR_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;FPO;LHP_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;GNS;PTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;OTT;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2021;GTR;GNS_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2021;GND;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LTL;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;PS;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GNS;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2019;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;LHP;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2017;PS;LHM_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;OTB;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;OTT;OTB_CRU_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GNS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;PS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;HMD;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;TBB;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2020;GTR;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;FPO;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;LHP;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTN;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;DRB;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;GTR;GNS_DEF_90-109_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GNS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;OTM;PTM_SPF_32-39_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2023;DRB;OTB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2013;LHM;LHP_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GTR;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LHM;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;FPO;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;LHP;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;PTB;OTB_MCD_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GTN;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2014;LHM;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GNS;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2019;LHP;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LLS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTB;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2018;GNC;GNS_CRU_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;SDN;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2016;FYK;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;OTB;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;PS;NK;#VALUE!;;;;;;;;;;;;;;
IOM;2017;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LLS;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GNS;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;GTR;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GTR;GNS_SPF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LNB;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GNC;GTR_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GND;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GND;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;GNS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LTL;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;FPO;GTR_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2019;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;PTB;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GTR;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;PS;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;LHM;LHP_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;GTR;GNS_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;GTR;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;OTM;PTM_SPF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;LLD;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;HMD;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;SPR;OTB_CRU_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2014;GTR;GNS_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTT;OTB_CRU_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2015;OTT;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
POL;2021;GTR;GNS_FWS_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;LH_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LLS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;DRB;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;PTB;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GNS;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GTR;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GNS;LLD_ANA_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LLS;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;DRB;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;FPO;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;FPN;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;LLS;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;GNS;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2017;GTR;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2020;GNS;GTR_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;PS;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GND;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTR;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2015;OTM;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GTR;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
POL;2015;GTR;GNS_FWS_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GNS;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;FYK;FPN_CAT_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLD;LTL_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2015;GNS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2020;FPO;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LLS;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;PS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;SPR;SSC_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;SV;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;GND;PTM_SPF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;LLS;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;OTM;OTB_DEF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2019;GNC;GNS_DEF_10-30_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GNS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LLS;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2016;GTR;GNS_CRU_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;OTM;OTB_CRU_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LHP;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTN;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
BGR;2018;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;DRB;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;GTR;GNS_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GND;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;GTN;GTR_CRU_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHM;MIS_DES_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;TBB;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LLS;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHM;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2022;LNB;LN_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2018;GTR;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
